number,train_f1score,valid_f1score,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,system_attrs_nsga2:generation,state
287,0.9717785939382905,0.5206651705632438,2024-10-09 08:55:52.575565,2024-10-09 08:55:56.642305,0 days 00:00:04.066740,0.08182098781742336,9,0.7704500052737466,235,5,COMPLETE
288,0.6064943339511291,0.5343088798370202,2024-10-09 08:55:56.642759,2024-10-09 08:55:59.979161,0 days 00:00:03.336402,0.012111927176506904,6,0.8064827183758972,298,5,COMPLETE
289,0.9792850107635872,0.5122616562445681,2024-10-09 08:55:59.979604,2024-10-09 08:56:04.497976,0 days 00:00:04.518372,0.08253672288606748,9,0.8877208546896888,266,5,COMPLETE
290,0.8505287429580157,0.5353052814527818,2024-10-09 08:56:04.498434,2024-10-09 08:56:06.350320,0 days 00:00:01.851886,0.07145318614018284,9,0.5356071607778772,99,5,COMPLETE
291,0.5474728313456036,0.524232731712528,2024-10-09 08:56:06.350756,2024-10-09 08:56:06.935678,0 days 00:00:00.584922,0.05742866098947423,4,0.8742144637669689,82,5,COMPLETE
292,0.8389038416695114,0.5297298156636167,2024-10-09 08:56:06.936028,2024-10-09 08:56:12.724686,0 days 00:00:05.788658,0.02251102491143277,9,0.8064827183758972,298,5,COMPLETE
293,0.5777861341508448,0.5385657356083499,2024-10-09 08:56:12.725139,2024-10-09 08:56:14.242291,0 days 00:00:01.517152,0.08554743407186201,3,0.6721011505869439,260,5,COMPLETE
294,0.8488673823587862,0.5347593368967793,2024-10-09 08:56:14.242706,2024-10-09 08:56:16.713448,0 days 00:00:02.470742,0.053829228277327605,9,0.8272168629111862,131,5,COMPLETE
295,0.7826686149518669,0.5266961138322351,2024-10-09 08:56:16.713893,2024-10-09 08:56:18.199146,0 days 00:00:01.485253,0.047700442838396875,9,0.5652595504661115,73,5,COMPLETE
296,0.5617386086761054,0.5314415115414736,2024-10-09 08:56:18.199584,2024-10-09 08:56:19.955598,0 days 00:00:01.756014,0.05029609400012953,3,0.7858002942919786,298,5,COMPLETE
297,0.9110883286123476,0.5276828302550941,2024-10-09 08:56:19.956033,2024-10-09 08:56:24.529770,0 days 00:00:04.573737,0.033018984938638314,10,0.945252690082296,211,5,COMPLETE
298,0.8481358565926012,0.5359723828039072,2024-10-09 08:56:24.530232,2024-10-09 08:56:26.376655,0 days 00:00:01.846423,0.07145318614018284,9,0.5394030703625534,99,5,COMPLETE
299,0.9963700024816984,0.5114520894650928,2024-10-09 08:56:26.377089,2024-10-09 08:56:31.753775,0 days 00:00:05.376686,0.08182098781742336,10,0.5585148923981624,266,5,COMPLETE
